2;MA;127.012.532-09;1;2112001;10;1;1012;1;10020;3
2;PA;984.307.251-05;2;1508100;21;3;1030;2;10022;3
2;PA;743.746.834-45;3;1502301;20;30;1014;1;10008;1
2;MA;043.831.448-45;4;2107308;3;2;1000;30;10003;1
2;TO;848.318.740-00;5;1703842;12;3;1029;2;10021;1
2;TO;898.976.851-97;6;1714880;8;30;1032;1;10023;3
2;PA;766.270.265-03;7;1505064;12;3;1021;2;10020;3
2;MA;647.551.746-19;8;2102309;20;30;1005;30;10006;3
2;TO;330.540.719-01;9;1715259;25;1;1017;30;10018;3
2;MA;218.359.965-07;10;2114007;10;1;1015;3;10021;1
2;TO;773.538.964-77;11;1716109;31;30;1014;1;10005;30
2;MA;110.602.961-52;12;2110237;21;3;1017;30;10012;2
2;MA;420.598.268-29;13;2105427;20;30;1015;3;10014;3
2;MA;966.485.047-06;14;2109304;24;30;1020;3;10005;30
2;MA;796.563.944-02;15;2109205;15;1;1024;1;10029;30
2;PA;404.042.723-80;16;1508209;7;1;1017;30;10017;3
2;TO;778.579.323-96;17;1707207;8;30;1022;1;10006;3
2;TO;690.143.090-66;18;1713700;29;1;1034;1;10002;2
2;TO;354.043.275-29;19;1721257;3;2;1024;1;10024;3
2;PA;849.008.887-02;20;1507151;4;30;1005;30;10022;3
2;TO;113.053.990-30;21;1716505;21;3;1001;2;10006;3
2;MA;603.300.887-18;22;2100105;30;3;1011;1;10003;1
2;MA;205.692.964-39;23;2103406;15;1;1015;3;10026;1
2;PA;734.214.634-09;24;1504059;24;30;1026;30;10001;2
2;TO;679.125.458-08;25;1717206;23;30;1020;3;10001;2
2;PA;928.149.215-68;26;1501907;8;30;1007;1;10022;3
2;MA;461.071.676-33;27;2108405;9;3;1012;1;10004;30
2;TO;420.802.785-17;28;1718907;9;3;1011;1;10015;30
2;MA;601.432.197-74;29;2103802;20;30;1001;2;10017;3
2;PA;702.690.968-17;30;1503002;1;30;1002;30;10014;3
2;PA;074.144.233-79;31;1504109;26;1;1013;3;10002;2
2;MA;410.673.745-07;32;2107704;101;30;1007;1;10014;3
2;MA;809.163.081-62;33;2102101;20;30;1031;2;10016;2
2;PA;156.368.477-26;34;1504455;27;30;1001;2;10013;1
2;MA;703.456.337-33;35;2105708;33;3;1022;1;10003;1
2;TO;321.278.872-04;36;1712405;8;30;1020;3;10012;2
2;TO;812.575.511-08;37;1715507;11;30;1016;3;10004;30
2;PA;528.763.483-81;38;1504208;7;1;1000;30;10004;30
2;PA;045.385.774-48;39;1505635;7;1;1024;1;10002;2
2;TO;734.033.588-95;40;1703305;2;1;1000;30;10014;3
2;TO;693.535.593-16;41;1702703;8;30;1016;3;10002;2
2;PA;480.660.592-13;42;1506203;11;30;1024;1;10023;3
2;MA;942.226.575-49;43;2106375;3;2;1015;3;10010;3
2;TO;754.949.210-77;44;1718402;13;1;1028;30;10018;3
2;PA;683.606.296-09;45;1502954;22;3;1022;1;10003;1
2;PA;739.348.737-31;46;1508308;28;30;1002;30;10009;3
2;TO;816.405.154-37;47;1715259;25;1;1015;3;10003;1
2;PA;049.052.366-81;48;1504976;4;30;1015;3;10015;30
2;PA;525.680.899-03;49;1500958;5;2;1029;2;10024;3
2;MA;715.225.687-00;50;2102507;9;3;1029;2;10008;1
2;PA;667.961.375-23;51;1507300;2;1;1013;3;10010;3
2;PA;260.970.417-80;52;1506203;17;3;1034;1;10023;3
2;TO;082.142.788-13;53;1707207;21;3;1024;1;10015;30
2;MA;278.559.335-90;54;2103406;27;30;1031;2;10029;30
2;TO;108.563.787-55;55;1721257;28;30;1005;30;10013;1
2;TO;656.599.585-08;56;1720499;18;2;1029;2;10005;30
2;PA;024.629.649-67;57;1501758;15;1;1023;3;10022;3
2;PA;448.601.732-36;58;1504604;14;1;1024;1;10018;3
2;PA;589.748.740-59;59;1501709;22;3;1017;30;10002;2
2;PA;146.430.549-80;60;1504422;9;3;1018;3;10024;3
2;PA;237.399.558-13;61;1508084;2;1;1004;3;10003;1
2;MA;329.636.795-05;62;2111003;27;30;1016;3;10016;2
2;TO;067.969.899-02;63;1710508;28;30;1008;30;10003;1
2;MA;377.917.306-93;64;2111250;13;1;1005;30;10001;2
2;MA;034.046.852-10;65;2111904;29;1;1035;3;10019;30
2;PA;593.147.211-83;66;1506500;16;3;1008;30;10015;30
2;TO;948.245.924-53;67;1709302;15;1;1015;3;10001;2
2;MA;132.705.349-73;68;2104073;12;3;1029;2;10024;3
2;TO;584.275.118-68;69;1700301;20;30;1011;1;10015;30
2;PA;224.641.831-30;70;1506559;29;1;1000;30;10005;30
2;TO;778.967.314-95;71;1701101;9;3;1035;3;10010;3
2;TO;343.321.467-00;72;1712405;5;2;1020;3;10025;2
2;PA;092.251.618-91;73;1503101;33;3;1035;3;10008;1
2;TO;882.924.668-94;74;1702901;10;1;1001;2;10006;3
2;TO;003.214.777-58;75;1718881;23;30;1024;1;10007;2
2;TO;616.030.980-38;76;1708205;1;30;1031;2;10023;3
2;PA;109.267.779-80;77;1505536;4;30;1018;3;10014;3
2;PA;042.397.084-43;78;1504000;24;30;1004;3;10010;3
2;MA;808.924.754-71;79;2100105;17;3;1026;30;10027;30
2;TO;629.131.413-40;80;1720150;101;30;1009;3;10029;30
2;PA;995.991.405-40;81;1505494;24;30;1033;3;10016;2
2;TO;611.001.673-07;82;1703206;27;30;1008;30;10027;30
2;TO;342.464.303-31;83;1715507;22;3;1006;3;10009;3
2;PA;840.136.601-13;84;1504976;6;1;1031;2;10017;3
2;PA;542.371.508-36;85;1504000;2;1;1003;3;10021;1
2;MA;404.330.424-27;86;2108504;6;1;1003;3;10021;1
2;TO;020.424.492-70;87;1705102;1;30;1025;3;10001;2
2;MA;156.888.797-34;88;2103000;24;30;1034;1;10009;3
2;TO;043.068.687-02;89;1716109;101;30;1003;3;10015;30
2;PA;503.212.596-29;90;1505809;14;1;1017;30;10012;2
2;MA;307.837.272-32;91;2107357;7;1;1006;3;10022;3
2;PA;626.072.574-41;92;1504752;26;1;1030;2;10010;3
2;MA;550.777.114-61;93;2105906;8;30;1008;30;10019;30
2;TO;332.448.070-11;94;1716604;2;1;1026;30;10004;30
2;MA;532.971.255-60;95;2101251;21;3;1035;3;10012;2
2;TO;167.824.157-12;96;1720259;4;30;1019;30;10020;3
2;PA;377.846.235-00;97;1505494;15;1;1015;3;10018;3
2;PA;030.148.728-65;98;1503101;33;3;1023;3;10015;30
2;MA;635.908.419-82;99;2106508;9;3;1025;3;10025;2
2;PA;904.104.098-63;100;1505502;30;3;1011;1;10016;2
